ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0154	40.05357465	10.00609663	40.05357465	11.85000000	0.63371546	0.75380012	-0.17375297	0.62978963	0.74913037	-0.20535020	1.84390337
W_TST_0153	40.05357465	10.00609663	40.05357465	1.61000000	0.63371546	0.75380012	-0.17375297	0.64324958	0.76514089	-0.02809610	8.39609663
W_TST_0152	40.05357465	10.00609663	40.05357465	8.61000000	0.63371546	0.75380012	-0.17375297	0.63625151	0.75681673	-0.14970791	1.39609663
W_TST_0151	40.05357465	10.00609663	40.05357465	12.42000000	0.63371546	0.75380012	-0.17375297	0.62844387	0.74752960	-0.21507624	2.41390337
W_TST_0150	40.05357465	10.00609663	40.05357465	9.47000000	0.63371546	0.75380012	-0.17375297	0.63473388	0.75501152	-0.16453117	0.53609663
W_TST_0149	40.05357465	10.00609663	40.05357465	10.25000000	0.63371546	0.75380012	-0.17375297	0.63323375	0.75322713	-0.17794355	0.24390337
W_TST_0148	40.05357465	10.00609663	40.05357465	13.33000000	0.63371546	0.75380012	-0.17375297	0.62616653	0.74482072	-0.23055926	3.32390337
W_TST_0147	40.05357465	10.00609663	40.05357465	10.06000000	0.63371546	0.75380012	-0.17375297	0.63360999	0.75367466	-0.17467937	0.05390337
W_TST_0146	40.05357465	10.00609663	40.05357465	11.95000000	0.63371546	0.75380012	-0.17375297	0.62955804	0.74885489	-0.20705802	1.94390337
W_TST_0145	40.05357465	10.00609663	40.05357465	8.45000000	0.63371546	0.75380012	-0.17375297	0.63651805	0.75713378	-0.14694628	1.55609663
W_TST_0144	40.05357465	10.00609663	40.05357465	11.14000000	0.63371546	0.75380012	-0.17375297	0.63137874	0.75102060	-0.19320699	1.13390337
W_TST_0143	40.05357465	10.00609663	40.05357465	10.89000000	0.63371546	0.75380012	-0.17375297	0.63191522	0.75165874	-0.18892406	0.88390337
W_TST_0142	40.05357465	10.00609663	40.05357465	12.56000000	0.63371546	0.75380012	-0.17375297	0.62810382	0.74712511	-0.21746187	2.55390337
W_TST_0141	40.05357465	10.00609663	40.05357465	9.98000000	0.63371546	0.75380012	-0.17375297	0.63376632	0.75386062	-0.17330440	0.02609663
W_TST_0140	40.05357465	10.00609663	40.05357465	11.25000000	0.63371546	0.75380012	-0.17375297	0.63113888	0.75073529	-0.19509032	1.24390337
W_TST_0139	40.05357465	10.00609663	40.05357465	12.07000000	0.63371546	0.75380012	-0.17375297	0.62927760	0.74852131	-0.20910657	2.06390337
W_TST_0138	40.05357465	10.00609663	40.05357465	9.04000000	0.63371546	0.75380012	-0.17375297	0.63551059	0.75593541	-0.15712396	0.96609663
W_TST_0137	40.05357465	10.00609663	40.05357465	11.91000000	0.63371546	0.75380012	-0.17375297	0.62965091	0.74896536	-0.20637496	1.90390337
W_TST_0136	40.05357465	10.00609663	40.05357465	7.29000000	0.63371546	0.75380012	-0.17375297	0.63830193	0.75925569	-0.12689149	2.71609663
W_TST_0135	40.05357465	10.00609663	40.05357465	7.84000000	0.63371546	0.75380012	-0.17375297	0.63748870	0.75828836	-0.13640721	2.16609663
