ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d	MSFT d
W_TST_0048	223.97785297	1.24003321	223.97785297	1.65546278	-0.69421765	-0.71943973	-0.02164097	-0.69409044	-0.71930791	-0.02888926	0.41542958	0.17258173
W_TST_0049	223.97785297	1.24003321	223.97785297	0.43432461	-0.69421765	-0.71943973	-0.02164097	-0.69436032	-0.71958758	-0.00758032	0.80570859	0.64916633
W_TST_0050	223.97785297	1.24003321	223.97785297	0.40261606	-0.69421765	-0.71943973	-0.02164097	-0.69436312	-0.71959049	-0.00702692	0.83741714	0.70126747
W_TST_0051	223.97785297	1.24003321	223.97785297	1.81235539	-0.69421765	-0.71943973	-0.02164097	-0.69403291	-0.71924828	-0.03162629	0.57232219	0.32755269
W_TST_0052	223.97785297	1.24003321	223.97785297	2.95784935	-0.69421765	-0.71943973	-0.02164097	-0.69345519	-0.71864957	-0.05160128	1.71781614	2.95089230
W_TST_0053	223.97785297	1.24003321	223.97785297	2.61771641	-0.69421765	-0.71943973	-0.02164097	-0.69365568	-0.71885734	-0.04567188	1.37768320	1.89801100
W_TST_0054	223.97785297	1.24003321	223.97785297	0.49055200	-0.69421765	-0.71943973	-0.02164097	-0.69435482	-0.71958188	-0.00856164	0.74948121	0.56172208
W_TST_0055	223.97785297	1.24003321	223.97785297	0.54343850	-0.69421765	-0.71943973	-0.02164097	-0.69434903	-0.71957589	-0.00948465	0.69659470	0.48524418
W_TST_0056	223.97785297	1.24003321	223.97785297	1.27374066	-0.69421765	-0.71943973	-0.02164097	-0.69420869	-0.71943045	-0.02222914	0.03370746	0.00113619
W_TST_0057	223.97785297	1.24003321	223.97785297	0.54348051	-0.69421765	-0.71943973	-0.02164097	-0.69434903	-0.71957589	-0.00948538	0.69655270	0.48518566
W_TST_0058	223.97785297	1.24003321	223.97785297	2.12993202	-0.69421765	-0.71943973	-0.02164097	-0.69390053	-0.71911109	-0.03716577	0.88989881	0.79191989
W_TST_0059	223.97785297	1.24003321	223.97785297	0.91001033	-0.69421765	-0.71943973	-0.02164097	-0.69429269	-0.71951750	-0.01588201	0.33002288	0.10891510
W_TST_0060	223.97785297	1.24003321	223.97785297	1.70326769	-0.69421765	-0.71943973	-0.02164097	-0.69407347	-0.71929031	-0.02972325	0.46323449	0.21458619
W_TST_0061	223.97785297	1.24003321	223.97785297	3.72433915	-0.69421765	-0.71943973	-0.02164097	-0.69291381	-0.71808853	-0.06495622	2.48430594	6.17177601
W_TST_0062	223.97785297	1.24003321	223.97785297	0.88668177	-0.69421765	-0.71943973	-0.02164097	-0.69429712	-0.71952209	-0.01547490	0.35335143	0.12485724
W_TST_0063	223.97785297	1.24003321	223.97785297	0.24599290	-0.69421765	-0.71943973	-0.02164097	-0.69437387	-0.71960163	-0.00429337	0.99404031	0.98811613
W_TST_0064	223.97785297	1.24003321	223.97785297	2.92280778	-0.69421765	-0.71943973	-0.02164097	-0.69347697	-0.71867215	-0.05099050	1.68277457	2.83173027
W_TST_0065	223.97785297	1.24003321	223.97785297	2.13331662	-0.69421765	-0.71943973	-0.02164097	-0.69389900	-0.71910951	-0.03722480	0.89328341	0.79795525
W_TST_0066	223.97785297	1.24003321	223.97785297	0.97186105	-0.69421765	-0.71943973	-0.02164097	-0.69428038	-0.71950474	-0.01696136	0.26817216	0.07191631
W_TST_0067	223.97785297	1.24003321	223.97785297	1.22284175	-0.69421765	-0.71943973	-0.02164097	-0.69422212	-0.71944437	-0.02134099	0.01719145	0.00029555
W_TST_0068	223.97785297	1.24003321	223.97785297	2.49617451	-0.69421765	-0.71943973	-0.02164097	-0.69372139	-0.71892545	-0.04355268	1.25614130	1.57789097
W_TST_0069	223.97785297	1.24003321	223.97785297	1.25803726	-0.69421765	-0.71943973	-0.02164097	-0.69421289	-0.71943480	-0.02195513	0.01800406	0.00032415
W_TST_0070	223.97785297	1.24003321	223.97785297	1.92637531	-0.69421765	-0.71943973	-0.02164097	-0.69398784	-0.71920157	-0.03361526	0.68634211	0.47106549
W_TST_0071	223.97785297	1.24003321	223.97785297	2.75550921	-0.69421765	-0.71943973	-0.02164097	-0.69357740	-0.71877623	-0.04807417	1.51547600	2.29666752
W_TST_0072	223.97785297	1.24003321	223.97785297	0.94292616	-0.69421765	-0.71943973	-0.02164097	-0.69428624	-0.71951081	-0.01645642	0.29710705	0.08827260
W_TST_0073	223.97785297	1.24003321	223.97785297	1.16270118	-0.69421765	-0.71943973	-0.02164097	-0.69423730	-0.71946010	-0.02029157	0.07733202	0.00598024
W_TST_0074	223.97785297	1.24003321	223.97785297	0.34359926	-0.69421765	-0.71943973	-0.02164097	-0.69436778	-0.71959532	-0.00599690	0.89643395	0.80359382
W_TST_0075	223.97785297	1.24003321	223.97785297	2.01126598	-0.69421765	-0.71943973	-0.02164097	-0.69395249	-0.71916494	-0.03509600	0.77123277	0.59479999
