ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0070	234.69762912	59.65110112	234.69762912	60.35369763	-0.41235311	-0.29198789	-0.86296465	-0.40368604	-0.28585072	-0.86909548	0.70259651
W_TST_0069	234.69762912	59.65110112	234.69762912	57.17959944	-0.41235311	-0.29198789	-0.86296465	-0.44233971	-0.31322145	-0.84037367	2.47150169
W_TST_0068	234.69762912	59.65110112	234.69762912	60.77348897	-0.41235311	-0.29198789	-0.86296465	-0.39847853	-0.28216328	-0.87269625	1.12238785
W_TST_0067	234.69762912	59.65110112	234.69762912	59.31735611	-0.41235311	-0.29198789	-0.86296465	-0.41644847	-0.29488782	-0.86000689	0.33374501
W_TST_0066	234.69762912	59.65110112	234.69762912	59.39475128	-0.41235311	-0.29198789	-0.86296465	-0.41550001	-0.29421622	-0.86069539	0.25634984
W_TST_0065	234.69762912	59.65110112	234.69762912	60.13411452	-0.41235311	-0.29198789	-0.86296465	-0.40640135	-0.28777344	-0.86719340	0.48301340
W_TST_0064	234.69762912	59.65110112	234.69762912	60.22817337	-0.41235311	-0.29198789	-0.86296465	-0.40523897	-0.28695036	-0.86800972	0.57707225
W_TST_0063	234.69762912	59.65110112	234.69762912	58.22493048	-0.41235311	-0.29198789	-0.86296465	-0.42975399	-0.30430948	-0.85012190	1.42617065
W_TST_0062	234.69762912	59.65110112	234.69762912	59.32427597	-0.41235311	-0.29198789	-0.86296465	-0.41636370	-0.29482780	-0.86006851	0.32682515
W_TST_0061	234.69762912	59.65110112	234.69762912	62.12075977	-0.41235311	-0.29198789	-0.86296465	-0.38162257	-0.27022755	-0.88393512	2.46965864
W_TST_0060	234.69762912	59.65110112	234.69762912	60.13720643	-0.41235311	-0.29198789	-0.86296465	-0.40636315	-0.28774640	-0.86722027	0.48610531
W_TST_0059	234.69762912	59.65110112	234.69762912	59.27230438	-0.41235311	-0.29198789	-0.86296465	-0.41700022	-0.29527852	-0.85960539	0.37879674
W_TST_0058	234.69762912	59.65110112	234.69762912	60.24623068	-0.41235311	-0.29198789	-0.86296465	-0.40501569	-0.28679225	-0.86816617	0.59512956
W_TST_0057	234.69762912	59.65110112	234.69762912	58.77515097	-0.41235311	-0.29198789	-0.86296465	-0.42307164	-0.29957770	-0.85513951	0.87595016
W_TST_0056	234.69762912	59.65110112	234.69762912	59.06608451	-0.41235311	-0.29198789	-0.86296465	-0.41952249	-0.29706454	-0.85776077	0.58501661
W_TST_0055	234.69762912	59.65110112	234.69762912	58.98093464	-0.41235311	-0.29198789	-0.86296465	-0.42056237	-0.29780088	-0.85699587	0.67016649
W_TST_0054	234.69762912	59.65110112	234.69762912	57.94864720	-0.41235311	-0.29198789	-0.86296465	-0.43309450	-0.30667491	-0.84757280	1.70245392
W_TST_0053	234.69762912	59.65110112	234.69762912	61.04604410	-0.41235311	-0.29198789	-0.86296465	-0.39508602	-0.27976104	-0.87500903	1.39494297
W_TST_0052	234.69762912	59.65110112	234.69762912	61.38651158	-0.41235311	-0.29198789	-0.86296465	-0.39083565	-0.27675134	-0.87787026	1.73541046
W_TST_0051	234.69762912	59.65110112	234.69762912	60.21340547	-0.41235311	-0.29198789	-0.86296465	-0.40542154	-0.28707964	-0.86788171	0.56230435
W_TST_0050	234.69762912	59.65110112	234.69762912	58.77732061	-0.41235311	-0.29198789	-0.86296465	-0.42304521	-0.29955899	-0.85515914	0.87378052
W_TST_0049	234.69762912	59.65110112	234.69762912	58.85434776	-0.41235311	-0.29198789	-0.86296465	-0.42210658	-0.29889434	-0.85585525	0.79675336
W_TST_0048	234.69762912	59.65110112	234.69762912	60.08850101	-0.41235311	-0.29198789	-0.86296465	-0.40696464	-0.28817231	-0.86679669	0.43739989
W_TST_0047	234.69762912	59.65110112	234.69762912	56.87494943	-0.41235311	-0.29198789	-0.86296465	-0.44598015	-0.31579925	-0.83747987	2.77615170
W_TST_0046	234.69762912	59.65110112	234.69762912	57.69033887	-0.41235311	-0.29198789	-0.86296465	-0.43620857	-0.30887999	-0.84517172	1.96076225
W_TST_0045	234.69762912	59.65110112	234.69762912	61.39572193	-0.41235311	-0.29198789	-0.86296465	-0.39072047	-0.27666979	-0.87794723	1.74462081
W_TST_0044	234.69762912	59.65110112	234.69762912	58.06491643	-0.41235311	-0.29198789	-0.86296465	-0.43168993	-0.30568032	-0.84864795	1.58618470
W_TST_0043	234.69762912	59.65110112	234.69762912	63.37640016	-0.41235311	-0.29198789	-0.86296465	-0.36572286	-0.25896894	-0.89396973	3.72529903
W_TST_0042	234.69762912	59.65110112	234.69762912	60.70615324	-0.41235311	-0.29198789	-0.86296465	-0.39931528	-0.28275578	-0.87212182	1.05505212
