NAME_ID s	iID i	N.X d	N.Y d	N.Z d	D.X d	D.Y d	D.Z d	S.X d	S.Y d	S.Z d	NC.X d	NC.Y d	NC.Z d	DC.X d	DC.Y d	DC.Z d	SC.X d	SC.Y d	SC.Z d	LPITCH  d	LPITCHSENSE s	PITCHANGLE  d	MISFIT d	LINEATION s	OFFSET s	DEPTH d	GC s	COLOR s	LOC s	LOCX d	LOCY d	FORMATION s	DATATYPE s	DIPDIR d	DIP d	LDIR d	LDIP d	corr.DIPDIR d	corr.DIP d	corrL.DIPDIR d	corrL.DIP d	PALEON d	COMMENT s	DATAGROUP s	PSCOLOR s	DASHED s	ptnP.X d	ptnP.Y d	ptnP.Z d	ptnT.X d	ptnT.Y d	ptnT.Z d	ptnN.X d	ptnN.Y d	ptnN.Z d	avD.X d	avD.Y d	avD.Z d	avS0D.X d	avS0D.Y d	avS0D.Z d	avS0N.X d	avS0N.Y d	avS0N.Z d	avS0d.DIPDIR d	avS0d.DIP d	avd.DIPDIR d	avd.DIP d	avS0offset s	TRAJECTORY.X d	TRAJECTORY.Y d	TRAJECTORY.Z d	fold_great_circle_N.X d	fold_great_circle_N.Y d	fold_great_circle_N.Z d	SHEAR_S.X d	SHEAR_S.Y d	SHEAR_S.Z d	NORMAL_S.X d	NORMAL_S.Y d	NORMAL_S.Z d	lambda d	ANG d	RUP d
BZ0083	0	0.95677273	0.20336832	0.20791169	0.20336832	0.04322727	-0.97814760	-0.20791169	0.97814760	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		230	0.00000000	0.00000000	LOWERFARS	LINEATION	78.00000000	78.00000000	NAN	NAN	78.00000000	78.00000000	NAN	NAN	NAN	ALL_LINEATION_ORIENTATION	LINEATION	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30307092	0.05507448	-0.95137523	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	79.70051923	72.05918703	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0084	1	0.93027365	0.30226423	0.20791169	0.19773577	0.06424825	-0.97814760	-0.30901699	0.95105652	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		230	0.00000000	0.00000000	LOWERFARS	LINEATION	72.00000000	78.00000000	NAN	NAN	72.00000000	78.00000000	NAN	NAN	NAN	ALL_LINEATION_ORIENTATION	LINEATION	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30307092	0.05507448	-0.95137523	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	79.70051923	72.05918703	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0085	2	0.91915808	0.33454618	0.20791169	0.19537308	0.07110999	-0.97814760	-0.34202014	0.93969262	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		230	0.00000000	0.00000000	LOWERFARS	LINEATION	70.00000000	78.00000000	NAN	NAN	70.00000000	78.00000000	NAN	NAN	NAN	ALL_LINEATION_ORIENTATION	LINEATION	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30307092	0.05507448	-0.95137523	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	79.70051923	72.05918703	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0086	3	0.86365307	0.45921248	0.20791169	0.18357513	0.09760863	-0.97814760	-0.46947156	0.88294759	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		230	0.00000000	0.00000000	LOWERFARS	LINEATION	62.00000000	78.00000000	NAN	NAN	62.00000000	78.00000000	NAN	NAN	NAN	ALL_LINEATION_ORIENTATION	LINEATION	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30307092	0.05507448	-0.95137523	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	79.70051923	72.05918703	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0087	4	0.82034360	0.53273737	0.20791169	0.17436942	0.11323682	-0.97814760	-0.54463904	0.83867057	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		230	0.00000000	0.00000000	LOWERFARS	LINEATION	57.00000000	78.00000000	NAN	NAN	57.00000000	78.00000000	NAN	NAN	NAN	ALL_LINEATION_ORIENTATION	LINEATION	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30307092	0.05507448	-0.95137523	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	79.70051923	72.05918703	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0088	5	0.79133803	0.57494073	0.20791169	0.16820409	0.12220743	-0.97814760	-0.58778525	0.80901699	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		230	0.00000000	0.00000000	LOWERFARS	LINEATION	54.00000000	78.00000000	NAN	NAN	54.00000000	78.00000000	NAN	NAN	NAN	ALL_LINEATION_ORIENTATION	LINEATION	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30307092	0.05507448	-0.95137523	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	79.70051923	72.05918703	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0089	6	0.67947842	0.70362050	0.20791169	0.14442760	0.14955915	-0.97814760	-0.71933980	0.69465837	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		230	0.00000000	0.00000000	LOWERFARS	LINEATION	44.00000000	78.00000000	NAN	NAN	44.00000000	78.00000000	NAN	NAN	NAN	ALL_LINEATION_ORIENTATION	LINEATION	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30307092	0.05507448	-0.95137523	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	79.70051923	72.05918703	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0090	7	0.50378326	0.83843614	0.20791169	0.10708244	0.17821510	-0.97814760	-0.85716730	0.51503807	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		230	0.00000000	0.00000000	LOWERFARS	LINEATION	31.00000000	78.00000000	NAN	NAN	31.00000000	78.00000000	NAN	NAN	NAN	ALL_LINEATION_ORIENTATION	LINEATION	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30307092	0.05507448	-0.95137523	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	79.70051923	72.05918703	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0091	8	0.57494073	-0.79133803	0.20791169	0.12220743	-0.16820409	-0.97814760	0.80901699	0.58778525	-0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		230	0.00000000	0.00000000	LOWERFARS	LINEATION	144.00000000	78.00000000	NAN	NAN	144.00000000	78.00000000	NAN	NAN	NAN	ALL_LINEATION_ORIENTATION	LINEATION	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30307092	0.05507448	-0.95137523	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	79.70051923	72.05918703	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
BZ0092	9	0.65450850	-0.72690533	0.20791169	0.13912008	-0.15450850	-0.97814760	0.74314483	0.66913061	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	XXX		230	0.00000000	0.00000000	LOWERFARS	LINEATION	138.00000000	78.00000000	NAN	NAN	138.00000000	78.00000000	NAN	NAN	NAN	ALL_LINEATION_ORIENTATION	LINEATION	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30307092	0.05507448	-0.95137523	0.25287578	0.43799370	-0.86267918	0.43133959	0.74710208	0.50575156	30.00000000	59.61874486	79.70051923	72.05918703	NORMAL	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
