ID s	D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
W_TST_0562	199.92752808	14.53143221	199.92752808	4.66000000	-0.32992813	-0.91005003	-0.25091109	-0.33970461	-0.93701676	-0.08124270	9.87143221
W_TST_0561	199.92752808	14.53143221	199.92752808	4.66000000	-0.32992813	-0.91005003	-0.25091109	-0.33970461	-0.93701676	-0.08124270	9.87143221
W_TST_0560	199.92752808	14.53143221	199.92752808	42.75000000	-0.32992813	-0.91005003	-0.25091109	-0.25028008	-0.69035457	-0.67880075	28.21856779
W_TST_0559	199.92752808	14.53143221	199.92752808	48.01000000	-0.32992813	-0.91005003	-0.25091109	-0.22801643	-0.62894412	-0.74326160	33.47856779
W_TST_0558	199.92752808	14.53143221	199.92752808	7.38000000	-0.32992813	-0.91005003	-0.25091109	-0.33800785	-0.93233655	-0.12844943	7.15143221
W_TST_0557	199.92752808	14.53143221	199.92752808	45.17000000	-0.32992813	-0.91005003	-0.25091109	-0.24028797	-0.66279307	-0.70920169	30.63856779
W_TST_0556	199.92752808	14.53143221	199.92752808	16.49000000	-0.32992813	-0.91005003	-0.25091109	-0.32681265	-0.90145649	-0.28384799	1.95856779
W_TST_0555	199.92752808	14.53143221	199.92752808	34.07000000	-0.32992813	-0.91005003	-0.25091109	-0.28232887	-0.77875566	-0.56020535	19.53856779
W_TST_0554	199.92752808	14.53143221	199.92752808	32.55000000	-0.32992813	-0.91005003	-0.25091109	-0.28729426	-0.79245184	-0.53803540	18.01856779
W_TST_0553	199.92752808	14.53143221	199.92752808	30.57000000	-0.32992813	-0.91005003	-0.25091109	-0.29345861	-0.80945512	-0.50859066	16.03856779
W_TST_0552	199.92752808	14.53143221	199.92752808	39.77000000	-0.32992813	-0.91005003	-0.25091109	-0.26196925	-0.72259714	-0.63970734	25.23856779
